S/N,Date,Tweet
623,31/10/21,Pls pick serious students o. Here is the 1.5m ❤️
624,30/10/21,Have you heard @Ladipoe’s new single?? It’s called #Running Featuring the amazing @fireboydml . Click here to listen. ==> ladipoe.lnk.to/running 🔥🔥🔥
625,30/10/21,"Man like @Iam_Magixx  🙌🏽🙌🏽🙌🏽

mavinrecords.link/magixx"
626,29/10/21,"3 days to the competition. #CanYouBeatTheDon Follow @Hantec_Africa for more info. Click on this link to register for the competition before entry closes o. 

hmarkets.com/beat-da-don/?e…"
627,28/10/21,"Hmm ok go and refresh the 2 apps. 😉 I sent 💯 each to both your Vbank and abeg. 

"
628,28/10/21,Thanks boss. Sent 💯 to your Vbank
629,28/10/21,Laptop money completed. Sent 150k
630,28/10/21,No worries. Pls make your beautiful piece for any 10 of your followers you pick. Wish you all the best in your biz. Sent you 200k
631,28/10/21,Ahaa and just like that this tweet just warned you 200k. I will not see your tweets most of the time cos they are a lot. But just have faith one day e fit be you. When it’s your turn are you prepared?? ❤️
632,28/10/21,And I appreciate die. Besides Vbank is a great bank I won’t tell you to use what I can’t use. See how easy I do all these transactions. Like this 50k ❤️
633,28/10/21,Thanks boss. 50 in your abeg. ❤️
634,28/10/21,Just imagine say I see this tweet now but no way to show my appreciation. Thanks for the Vbank on your bio bro. ❤️
635,28/10/21,Congratulations I sent 50k to your Vbank. Got your details on your bio. ❤️
636,28/10/21,Congratulations. Got your abeg details on your bio. Sent you 50k. ❤️
637,28/10/21,"Ok these are the first 3 people that answered the first question. They have won 50k eash. 😄❤️ #RunningQuiz 

"
638,28/10/21,One of the projects of the year is out now too.  Sorry I’m late by @Bujutoyourears . Pls show some love guys. You already know Buju doesn’t miss. ❤️💪🏾💪🏾💪🏾
639,28/10/21,Osheeee Jam wey make sense. Hehe Thanks luv. Sent you 200 ❤️
640,25/10/21,Super talented Mavin’s @Iam_Magixx says you should Motivate Yourself. 💪🏾 | @GlitchAfrica
641,24/10/21,I’m in Love 😻. Or is it just the music?
642,22/10/21,"Guys pls share this to your followers for me. Thanks. @Ladipoe Ft @fireboydml - #Running OUT NOW!! 🔥🔥🔥

"
643,16/10/21,Currently loving Gaza by @deejayneptune Ft @patorankingfire . Go check it out 🔥
644,15/10 21 ,"If you can trade the forex market, Click the link below to join the competition guys. @Hantec_Africa"
645,15/10/21,"Sign up for “beat da don” demo trading competition, and stand a chance to win $5k, $3k, $2k etc that can be cashed out or traded. Competition is open to Nigeria and Ghana residents which will start from the 1st of November to the 13th of December."
646,14/10/21,E get part 2. | @ayrastarr
647,14/10/21,"Good morning. ☀️ | @ayrastarr 

Pls share this piece of beauty."
648,12/10/21,Awon twitter moral ambassadors. 🙌🏽🙌🏽
649,10/10/21,"My bro @Ladipoe with Over 80 million streams on Feeling Ft @Bujutoyourears .

I’m too proud of you guys. More blessings. 💪🏾💪🏾💪🏾

Pls listen here if you haven’t. Retweet if you have. 

Mavinrecords.Lnk.To/feeling"
650,10/10/21,Mavin fans are the absolute best.
651,10/10/21,"I’m emosh right now. 🙈 you guys gave me 2 awards at the  @PulseNigeria247 Influencer award last night. Thank you thank you thank you. GOD bless. 

Let’s listen to some Magixx to celebrate 
mavinrecords.link/magixx"
652,09/10/21,Yes you do. I sent you 250k too
653,09/10/21,I like your proof too. Sent you 250k
654,09/10/21,At least you have proof. Sent you 250k
655,09/10/21,Make sure you keep your promise with this 150k sir. Got your abeg tag from your bio.
656,08/10/21,"This song just Dey worry. In case you still haven’t listened to it sha click here. If you have just retweet. Thanks 

Ayrastarr.Lnk.To/bloody-samarit…"
657,08/10/21,Done ✅ . Sent you 300k Oya go and select 100 people. GOD bless your hustle.
658,08/10/21,Listen here ==> mavinrecords.link/magixx
659,08/10/21,"Love don’t cost a dime by @Iam_Magixx 

mavinrecords.link/magixx."
660,08/10/21,"Hey I’m so sorry about your condition, I don’t know what it is but I pray that GOD comes thru for you. I don’t know how much your surgery is, I don’t have much but I hope this 1Million Naira helps. Get well soon. 🙏🏾"
661,04/10/21,Alcohol @joeboyofficial
662,04/10/21,His EP is really beautiful. Listen here ==> mavinrecords.link/magixx | @Iam_Magixx
